ÆÚÊý,ºì1,ºì2,ºì3,ºì4,ºì5,ºì6,À¶1
6151,4,22,3,6,16,1,8
6150,27,25,9,18,8,12,12
6149,5,2,15,32,11,3,15
6148,8,12,13,23,29,4,1
6147,1,17,31,15,27,4,1
6146,28,23,30,9,3,13,5
6145,2,7,23,31,26,28,7
6144,22,4,29,13,10,16,6
6143,29,1,15,31,32,20,8
6142,27,10,26,22,16,19,16
6141,25,31,22,18,16,23,11
6140,23,8,18,1,19,11,5
6139,7,8,14,23,21,25,5
6138,4,11,9,26,17,18,8
6137,14,31,27,10,17,21,9
6136,15,24,22,21,11,17,5
6135,23,19,4,22,21,31,4
6134,13,30,28,26,18,10,12
6133,29,4,20,31,25,6,3
6132,26,33,14,6,30,22,1
6131,4,9,26,33,3,22,1
6130,12,32,30,22,1,21,2
6129,29,18,22,14,27,9,12
6128,30,21,33,15,31,4,5
6127,11,3,17,19,4,30,1
6126,2,16,24,33,8,13,9
6125,19,33,32,30,23,15,6
6124,31,18,13,32,14,12,13
6123,20,2,25,3,28,32,6
6122,24,6,5,22,8,4,3
6121,4,3,6,33,31,27,6
6120,8,15,6,24,33,14,9
6119,1,20,30,27,2,14,2
6118,1,7,8,3,30,10,5
6117,20,22,23,26,14,6,9
6116,33,21,32,22,5,16,9
6115,1,29,26,20,28,10,15
6114,29,27,8,20,14,10,16
6113,14,18,28,5,33,17,2
6112,13,33,31,15,4,9,11
6111,11,8,22,1,17,16,15
6110,14,33,18,12,9,27,13
6109,5,18,17,1,26,23,13
6108,8,6,30,24,2,20,9
6107,30,13,8,1,17,6,7
6106,2,28,12,19,14,33,10
6105,15,14,31,5,12,20,1
6104,7,3,22,28,31,27,11
6103,28,12,31,25,14,15,6
6102,19,20,24,13,1,4,11
6101,12,9,27,26,28,20,16
6100,32,30,26,18,1,11,3
6099,12,24,27,18,9,23,5
6098,10,6,7,11,18,23,16
6097,11,20,14,15,26,27,12
6096,33,9,18,13,5,1,14
6095,29,17,3,20,21,1,16
6094,17,18,33,16,24,15,13
6093,16,19,12,23,18,2,5
6092,8,2,20,21,16,11,14
6091,8,12,22,7,24,21,7
6090,20,2,11,15,23,29,11
6089,1,16,22,13,18,19,1
6088,25,3,11,24,20,26,1
6087,9,12,8,4,30,5,5
6086,6,10,4,31,26,24,6
6085,18,6,21,24,25,2,8
6084,12,17,21,25,28,1,12
6083,18,29,9,19,26,7,10
6082,15,3,13,28,29,23,9
6081,14,18,21,16,22,32,4
6080,26,22,15,29,17,20,9
6079,11,6,20,17,13,32,8
6078,5,22,17,33,31,3,12
6077,19,13,9,12,8,33,9
6076,32,29,17,21,4,10,14
6075,22,23,21,25,10,33,11
6074,19,3,33,1,25,15,4
6073,16,13,18,29,5,27,12
6072,20,21,3,2,5,24,8
6071,29,31,19,11,5,12,1
6070,13,20,3,11,2,27,2
6069,20,16,29,30,22,5,8
6068,10,30,14,33,3,7,10
6067,8,7,16,11,24,17,13
6066,18,33,11,6,30,8,5
6065,8,30,29,17,28,4,13
6064,28,3,12,24,21,14,11
6063,23,24,15,21,4,5,8
6062,30,18,24,26,22,23,1
6061,19,25,5,30,13,17,11
6060,30,19,15,32,5,23,14
6059,17,27,29,10,5,15,11
6058,12,24,22,1,25,23,14
6057,18,3,17,4,21,31,8
6056,13,25,21,11,23,15,8
6055,4,31,28,5,29,33,11
6054,3,10,7,5,28,30,4
6053,28,31,17,1,27,11,2
6052,27,32,26,24,30,11,3
6051,30,27,2,7,17,6,16
6050,15,31,25,12,6,2,7
6049,10,12,20,6,17,13,3
6048,19,29,32,25,9,13,12
6047,17,32,2,20,28,22,3
6046,32,18,29,31,13,23,8
6045,21,7,6,20,10,14,4
6044,10,21,2,18,30,31,5
6043,32,16,12,13,5,23,3
6042,26,3,28,16,31,23,11
6041,28,18,16,21,10,3,4
6040,25,15,26,28,33,22,3
6039,19,31,32,16,28,22,3
6038,19,2,17,30,22,14,10
6037,32,25,12,2,24,23,14
6036,10,7,4,17,16,21,9
6035,3,29,9,13,21,27,13
6034,33,16,10,2,17,15,13
6033,15,23,27,31,22,20,6
6032,24,20,26,18,5,31,9
6031,16,32,3,10,31,12,14
6030,32,20,15,8,13,17,14
6029,4,14,3,7,19,9,8
6028,14,7,27,16,17,5,4
6027,27,6,8,11,16,14,15
6026,2,1,32,29,22,18,3
6025,24,3,17,4,19,32,5
6024,2,11,27,9,7,21,6
6023,13,14,4,19,23,28,8
6022,4,3,16,13,27,2,13
6021,21,22,1,2,20,5,9
6020,26,21,23,5,29,9,6
6019,22,13,32,6,26,4,7
6018,17,26,24,14,1,13,5
6017,31,8,33,4,32,3,2
6016,1,7,17,23,30,13,16
6015,29,9,32,2,3,15,3
6014,32,33,14,29,6,26,7
6013,16,5,1,21,6,12,11
6012,31,9,11,33,13,27,10
6011,31,8,5,27,7,14,11
6010,4,29,6,19,12,27,8
6009,26,8,5,20,30,6,6
6008,18,28,5,3,32,9,16
6007,32,27,33,16,18,4,7
6006,32,22,8,26,21,23,14
6005,19,24,20,27,3,26,11
6004,4,8,17,27,31,28,7
6003,16,4,5,2,6,20,12
6002,13,28,7,21,26,16,9
6001,28,12,15,21,19,1,3
5153,7,4,5,21,26,29,1
5152,12,27,14,5,21,1,3
5151,19,4,13,12,30,11,5
5150,14,20,18,10,3,7,2
5149,16,11,25,23,21,32,7
5148,3,29,15,23,24,17,13
5147,7,28,6,15,30,27,10
5146,7,24,11,28,19,20,2
5145,20,28,7,3,17,8,15
5144,15,19,14,1,27,8,9
5143,10,17,32,3,15,20,8
5142,7,17,10,29,22,12,5
5141,3,16,19,5,12,8,15
5140,4,8,12,17,7,6,7
5139,2,33,7,23,20,32,10
5138,3,20,5,22,11,6,13
5137,9,23,33,25,15,3,12
5136,27,16,5,25,14,18,13
5135,13,1,15,5,25,21,11
5134,4,13,26,14,30,18,1
5133,18,14,7,1,25,16,11
5132,18,10,4,29,27,2,15
5131,2,12,7,10,11,24,3
5130,25,20,15,9,3,5,16
5129,14,20,10,27,5,33,3
5128,14,23,29,2,4,33,15
5127,4,25,11,23,6,14,12
5126,13,26,19,8,25,2,9
5125,6,31,14,18,32,28,3
5124,5,31,6,19,33,10,11
5123,13,18,12,25,11,17,7
5122,32,14,1,30,4,7,9
5121,32,31,7,25,1,20,12
5120,18,6,1,13,32,30,14
5119,1,20,11,18,22,7,2
5118,15,4,9,26,12,31,16
5117,28,22,27,6,17,32,3
5116,15,30,14,6,8,4,10
5115,33,18,3,12,23,30,2
5114,15,21,10,27,7,6,6
5113,26,18,27,22,20,15,3
5112,30,29,4,28,12,22,16
5111,7,29,3,19,16,15,9
5110,25,16,19,24,7,10,9
5109,31,3,17,15,5,13,4
5108,12,30,29,10,3,24,6
5107,9,25,26,24,10,20,11
5106,13,31,1,11,24,26,13
5105,23,15,32,4,33,30,3
5104,4,2,23,21,30,33,9
5103,4,18,30,16,23,7,7
5102,14,6,5,24,2,31,12
5101,22,9,19,21,16,24,12
5100,4,2,31,9,14,16,3
5099,16,13,31,10,24,22,9
5098,33,15,12,31,22,19,1
5097,28,10,5,27,30,23,15
5096,26,17,4,33,5,18,4
5095,12,28,9,29,18,21,5
5094,33,27,3,5,9,23,3
5093,23,6,29,25,17,4,14
5092,8,31,19,28,26,13,10
5091,27,12,26,15,11,1,13
5090,9,21,25,29,1,32,3
5089,5,26,19,31,23,20,12
5088,24,18,3,20,7,1,7
5087,23,15,16,8,9,26,8
5086,24,11,7,12,27,29,12
5085,22,14,8,13,9,20,12
5084,1,7,15,2,20,19,3
5083,5,16,9,3,14,30,13
5082,7,1,19,20,11,14,12
5081,10,2,30,26,12,4,3
5080,14,12,32,26,27,1,16
5079,24,28,25,3,9,20,5
5078,15,20,32,26,3,11,11
5077,22,17,33,24,8,32,16
5076,4,22,28,11,25,9,13
5075,16,18,11,13,31,14,14
5074,29,26,6,18,9,20,9
5073,1,9,6,8,18,20,1
5072,20,6,24,33,10,19,11
5071,8,16,14,12,4,22,10
5070,4,8,26,14,16,3,4
5069,33,7,31,24,9,21,12
5068,33,1,25,8,13,10,13
5067,16,26,21,3,20,12,16
5066,2,4,10,25,28,11,5
5065,12,16,21,17,23,22,16
5064,18,32,30,10,27,23,8
5063,18,30,2,13,22,11,4
5062,2,11,23,12,7,20,7
5061,9,24,23,14,21,5,1
5060,33,25,9,21,12,31,13
5059,24,7,11,18,14,29,7
5058,6,21,26,10,25,4,10
5057,6,5,15,10,30,31,13
5056,19,31,27,17,12,29,9
5055,30,5,32,22,20,33,9
5054,29,17,13,5,18,21,14
5053,4,7,14,29,27,10,9
5052,1,14,17,32,2,30,1
5051,21,14,20,3,19,6,2
5050,2,26,32,9,20,12,13
5049,2,3,8,27,10,25,12
5048,16,10,6,28,7,8,2
5047,7,5,2,3,8,27,15
5046,16,9,22,18,24,20,5
5045,18,7,15,10,1,20,10
5044,18,22,6,17,16,1,9
5043,4,5,8,7,32,6,5
5042,30,16,27,26,11,21,15
5041,16,23,11,29,24,2,3
5040,30,21,24,32,12,1,13
5039,16,21,2,19,29,18,9
5038,28,11,27,20,7,4,16
5037,32,7,14,24,22,12,16
5036,26,19,31,21,12,20,15
5035,21,28,29,30,16,12,14
5034,28,17,5,25,32,18,9
5033,8,7,20,12,14,19,7
5032,19,20,15,25,5,29,3
5031,16,20,32,10,4,23,7
5030,9,22,28,14,5,1,5
5029,2,14,21,22,30,27,14
5028,9,26,25,32,22,4,10
5027,3,1,32,6,21,4,15
5026,6,26,14,25,12,20,7
5025,32,7,13,10,11,1,7
5024,9,27,14,5,31,32,13
5023,19,20,21,10,25,15,12
5022,10,32,8,33,12,21,4
5021,31,24,26,30,6,2,16
5020,20,25,19,29,14,16,5
5019,12,6,11,19,13,22,8
5018,23,25,22,1,6,3,6
5017,25,10,31,27,2,6,3
5016,12,1,30,6,16,5,15
5015,4,9,8,16,29,17,15
5014,32,21,19,30,13,23,5
5013,20,7,24,19,8,16,6
5012,6,2,22,16,31,3,5
5011,9,13,15,30,11,22,15
5010,18,8,11,26,25,10,1
5009,31,2,29,22,17,27,14
5008,33,32,11,22,27,19,11
5007,33,7,20,17,15,23,15
5006,31,5,2,21,4,15,16
5005,28,9,20,26,33,5,15
5004,8,9,1,22,23,4,3
5003,22,12,19,31,15,9,16
5002,9,26,28,33,20,6,14
5001,8,27,28,23,1,7,14
4122,31,14,11,22,3,24,15
4121,32,30,18,7,13,16,10
4120,7,27,8,21,32,18,10
4119,20,25,6,18,9,33,6
4118,12,7,30,3,4,31,15
4117,25,3,14,24,7,1,7
4116,14,33,3,1,5,8,3
4115,20,33,16,30,2,31,1
4114,9,6,22,1,17,21,1
4113,8,32,10,25,31,23,7
4112,21,15,9,13,33,26,6
4111,31,26,18,20,16,11,2
4110,19,14,20,21,31,22,11
4109,17,8,10,6,31,30,14
4108,27,14,28,31,8,13,12
4107,20,18,1,8,13,12,7
4106,26,23,15,29,28,10,12
4105,9,21,7,23,10,30,12
4104,17,18,11,29,24,7,5
4103,5,2,9,21,16,3,2
4102,32,12,9,28,3,15,1
4101,26,2,25,9,14,19,15
4100,8,14,33,6,9,24,15
4099,10,22,5,33,26,21,2
4098,13,12,26,25,3,31,3
4097,26,31,10,29,20,19,14
4096,16,30,4,12,1,20,15
4095,22,19,28,32,30,27,1
4094,9,5,10,24,25,13,8
4093,11,33,32,14,27,20,5
4092,28,8,1,31,13,4,2
4091,33,13,14,30,21,9,1
4090,1,24,20,32,18,33,12
4089,14,25,17,28,30,20,14
4088,19,10,22,2,24,32,14
4087,26,8,25,3,1,7,14
4086,19,10,27,25,13,18,1
4085,29,11,8,32,3,30,1
4084,21,8,4,25,1,11,14
4083,16,33,28,14,30,27,6
4082,24,20,29,3,30,27,15
4081,3,24,5,32,21,27,6
4080,20,26,24,3,23,8,16
4079,13,30,7,14,19,17,3
4078,4,24,21,26,10,5,5
4077,8,10,9,26,14,16,7
4076,17,13,3,25,5,31,7
4075,27,7,21,18,26,28,7
4074,19,26,6,15,5,29,13
4073,16,7,23,28,2,13,16
4072,33,30,15,28,8,18,14
4071,21,3,8,16,17,29,6
4070,21,33,30,10,22,12,6
4069,2,20,29,22,11,15,5
4068,31,11,24,2,13,8,15
4067,6,1,13,32,16,7,4
4066,23,24,25,13,5,20,3
4065,13,14,32,29,33,27,8
4064,18,14,15,31,20,27,4
4063,16,7,28,13,10,27,7
4062,1,27,25,28,29,12,13
4061,16,23,19,13,33,20,9
4060,27,24,28,11,3,5,15
4059,11,23,4,26,7,19,10
4058,12,27,1,8,31,11,12
4057,25,23,28,5,32,21,4
4056,20,1,30,29,25,21,2
4055,32,25,8,19,6,29,7
4054,9,28,11,16,14,27,11
4053,25,4,2,9,24,3,2
4052,15,29,17,1,14,12,9
4051,29,10,15,9,2,3,11
4050,19,25,6,7,21,29,2
4049,14,11,25,12,29,16,9
4048,29,11,8,17,9,16,9
4047,8,27,31,11,1,7,6
4046,15,16,23,7,32,22,14
4045,26,1,18,27,12,28,13
4044,12,6,7,31,32,2,5
4043,9,10,24,21,4,22,10
4042,6,10,21,17,13,18,2
4041,17,25,29,22,10,8,14
4040,7,29,21,17,19,20,11
4039,29,25,18,16,10,26,3
4038,29,11,25,17,16,28,7
4037,26,4,11,17,20,3,5
4036,2,13,26,30,18,17,1
4035,8,30,27,32,26,2,16
4034,2,20,7,30,13,27,14
4033,4,9,8,20,1,19,1
4032,2,15,8,31,11,5,13
4031,21,24,19,6,20,3,11
4030,26,17,1,31,9,7,5
4029,13,32,22,24,20,9,5
4028,10,2,1,3,5,22,12
4027,5,32,1,9,10,18,11
4026,28,4,10,32,18,14,15
4025,33,10,8,29,24,7,4
4024,25,21,13,32,23,1,6
4023,30,14,19,1,8,17,3
4022,30,14,10,3,20,19,6
4021,26,5,9,27,17,11,10
4020,22,1,31,2,28,9,4
4019,11,24,32,23,5,10,4
4018,5,6,28,8,2,30,6
4017,15,31,25,12,14,5,9
4016,30,32,4,28,8,7,5
4015,22,23,1,5,18,3,13
4014,7,26,11,3,20,17,12
4013,21,29,14,12,30,32,13
4012,31,33,7,30,1,27,8
4011,28,13,4,1,23,30,3
4010,19,7,14,13,8,6,15
4009,16,10,9,24,1,22,11
4008,1,33,32,22,10,7,13
4007,25,12,17,28,20,4,9
4006,12,20,23,32,18,4,6
4005,17,9,16,13,18,11,7
4004,29,23,19,10,25,22,9
4003,6,3,5,26,33,17,8
4002,12,10,31,22,30,18,11
4001,7,2,3,25,1,10,7
3089,26,19,21,33,27,18,16
3088,10,21,24,3,33,22,12
3087,5,2,4,24,28,3,13
3086,18,30,16,5,26,12,13
3085,19,1,4,12,11,27,14
3084,7,17,10,2,6,33,3
3083,28,1,18,14,3,26,1
3082,18,30,31,7,17,19,14
3081,1,2,29,26,30,14,7
3080,24,28,20,9,30,25,10
3079,23,31,22,12,26,15,4
3078,26,23,30,12,29,7,11
3077,24,16,12,4,22,25,6
3076,13,18,29,20,1,16,2
3075,17,22,31,33,16,19,11
3074,32,12,2,22,19,27,1
3073,21,23,14,12,2,30,13
3072,27,3,19,6,8,11,11
3071,11,9,33,12,14,15,11
3070,17,2,1,18,4,19,8
3069,16,28,19,7,11,26,11
3068,27,9,25,32,19,33,11
3067,13,12,31,11,27,5,10
3066,32,20,7,3,8,24,14
3065,30,6,15,16,17,33,11
3064,4,30,6,15,8,12,1
3063,8,9,33,5,14,21,11
3062,12,6,1,20,19,32,14
3061,28,20,32,21,5,3,2
3060,6,28,4,17,2,21,11
3059,6,5,3,30,18,2,4
3058,11,32,33,16,9,28,2
3057,25,31,18,24,30,19,16
3056,17,8,28,29,21,26,7
3055,28,13,16,6,31,21,16
3054,9,2,33,21,31,5,12
3053,20,29,19,21,28,15,13
3052,1,30,12,13,31,23,11
3051,13,4,17,24,27,15,1
3050,24,23,26,2,17,8,13
3049,24,25,13,3,6,7,15
3048,31,28,30,20,12,10,9
3047,3,32,17,26,33,28,16
3046,11,10,7,8,17,26,11
3045,3,15,17,7,32,14,3
3044,16,33,32,9,5,2,15
3043,20,2,8,19,10,32,13
3042,20,5,10,15,3,7,7
3041,17,18,24,3,2,25,11
3040,23,14,4,5,12,6,16
3039,5,27,24,23,3,32,3
3038,8,7,24,5,25,27,16
3037,14,32,26,9,18,17,7
3036,27,24,21,7,25,28,15
3035,10,4,5,8,11,3,8
3034,8,25,16,23,13,14,14
3033,27,30,20,1,7,14,10
3032,25,27,4,29,30,11,13
3031,32,22,17,28,11,20,1
3030,27,23,6,13,2,14,7
3029,15,32,7,2,26,29,10
3028,13,32,16,20,6,28,7
3027,17,27,11,28,14,1,15
3026,31,26,13,8,29,15,16
3025,27,1,14,5,13,11,12
3024,15,2,30,17,22,7,14
3023,20,31,22,10,26,1,2
3022,14,2,32,11,7,12,8
3021,15,18,30,26,25,14,1
3020,26,25,27,32,10,7,4
3019,12,33,13,8,16,4,9
3018,16,20,5,19,25,28,13
3017,25,31,18,8,5,23,6
3016,30,33,11,17,28,31,6
3015,25,26,4,11,32,19,13
3014,3,21,7,31,8,5,2
3013,23,13,8,32,17,21,12
3012,17,2,12,16,27,30,12
3011,12,11,30,4,5,32,15
3010,1,17,24,8,2,13,13
3009,30,18,9,22,5,20,9
3008,9,8,17,23,14,5,8
3007,23,19,9,26,1,21,7
3006,1,10,27,26,21,3,6
3005,4,30,17,15,31,6,16
3004,13,4,7,25,6,10,3
3003,23,7,28,10,1,32,16
3002,9,4,26,21,19,20,12
3001,26,28,11,13,10,12,11
